,country,description,points,price,variety
72505,Spain,"May be getting old but still welcoming and mostly fresh. Citrus, melon and mango flavors are flush and clean, and the finish is racy and fluid. Normally Albariño is a one-year wine, meaning you should drink it in the year immediately after harvest. Here's an '05 that's hanging in there and still showing kick. Drink now for best results.",88,20.0,Albariño
61981,US,"This sparkling wine, a blend of 60% Chardonnay and 40% Pinot Noir, is dry, creamy and rich in flavors of citrus, yeast and vanilla. It feels refined and silky on the palate, with a honeyed finish.",90,52.0,Sparkling Blend
98166,Spain,"Aalto is one of several smaller projects being led by former Vega Sicilia head winemaker Mariano García, and we think this 2001 Pagos Seliccionados (PS) is his best effort to date. The wine is dark, with charcoal, lemon and pure black-fruit aromas. It features a brilliant luster and deep, rich, syrupy flavors of maple, boysenberry and black cherry. Shows a beautiful finish and amazing depth. Hold until 2006–07.",95,105.0,Tinto del Pais
91629,US,"With 6 Rhône varieties, including Viognier, this is a fresh, fruity wine meant to be consumed within the next five years. It's strong in cherry, blackberry and other berry flavors, with the smoky vanilla of oak.",87,40.0,Rhône-style Red Blend
5178,France,"This offers black currant flavors and firm, stalky tannins. It has acidity, a good juicy character and a dry aftertaste. Drink from 2015.",84,14.0,Bordeaux-style Red Blend
59957,US,"A distinctive Syrah that shows great concentration in the focused blackberry, sweet leather, dark chocolate, mineral and black pepper flavors. Beyond the power, the wine is bone dry, soft in acidity and quite tannic. The end result is impressive, and ready to drink now.",90,28.0,Syrah
82710,France,"Spicy, toasty wine, the fruit tropically rich. The texture is dense, the acidity important but not dominant. Delicious wine, now maturing well.",91,27.0,Chardonnay
69577,US,"A five-grape Bordeaux blend, substantial and pretty. Sweet, slightly candied cherry and plum fruit opens the wine, which has some interesting layering, bringing in cassis, hints of herb and edgy tannins.",88,27.0,Red Blend
45739,Spain,"Nothing special about this blend of Tempranillo and Shiraz. In fact, it's more austere and less pleasing than the brand's basic 2007 Temp-Shiraz blend. That said, this wine shows thin raspberry flavors and a tangy, almost sour back end. Probably best with food; not real good on its own.",83,12.0,Tempranillo-Shiraz
34191,US,"This is a real New Zealand-style Sauvignon Blanc. It's dry and tart, with rich gooseberry, lime, green apple, Asian pear, vanilla and white pepper flavors. A touch of oak brings a pleasant, buttery toastiness. The grapes come from the cool Arroyo Seco AVA and the warm San Lucas AVA, a brilliant blending decision that makes this wine especially balanced.",89,16.0,Sauvignon Blanc
78680,US,"This tart and aromatic white blend could be labeled Chardonnay; less than a quarter is a mix of Riesling, Muscat, Gewürztraminer and Pinot Gris. It's detailed and lively, with bright citrus, pineapple, pink grapefruit and sweet spice.",88,13.0,White Blend
61062,Italy,"Here's a luminous and bright Chardonnay with a well-balanced aromatic offering that spans from toasted nut to chalky mineral to exotic fruit. Overall, the wine tastes smooth and creamy, but there are a few sharp points of acidity that help move it along the palate. It's a sophisticated white wine in a very elegant bottle.",90,38.0,Chardonnay
69723,US,"A blend of Dolcetto, Refosco and Nebbiolo, this red is a lusty, tannic, acidic, slightly sweet wine. Nothing fancy going on, but for sheer power, it impresses.",86,50.0,Red Blend
77073,Spain,"Slightly sweet on the nose, the aromas of baked fruit, cream soda and vanilla are welcoming. Interestingly, the wine is a bit more tart and refined on the palate, where zesty but full apple and pear flavors run the show. Not lean but definitely streamlined and acidic. More of a food wine than a stand-alone sipper.",88,14.0,Sparkling Blend
66650,US,"This is a small-production blend of Cabernet Sauvignon and Cabernet Franc made by a winemaker who knows a lot about Bordeaux blends, Genevieve Janssens, the longtime vintner at Robert Mondavi. It's ripe and pretty tannic, with cassis and smoky, 100% new oak flavors. An ambitious wine, it's quite good, and needs time in the cellar to soften and resolve. Best after 2008, at least.",92,125.0,Bordeaux-style Red Blend
5885,Italy,"Made from organically farmed grapes, this offers tropical and white stone fruit aromas. On the bright palate, a saline hint underscores yellow apple, Bartlett pear and citrus fruit. It finishes clean and crisp.",89,20.0,Grillo
103165,US,"Acorn, which does such interesting things with Rhône varieties, shows it's no slouch with Bordeaux varieties, to judge from this fresh, succulent young red wine. It's medium-bodied and dry, with polished flavors of cherries, blueberries, leather and herbs and a long, spicy finish.",88,28.0,Cabernet Franc
88749,Italy,"Here's a wine that holds its own in a ranking of top Nebbiolos. There's depth and great promise of fruit here, which is wrapped within folds of vanilla, ginger, cinnamon and dusty mineral. The mouthfeel is plush and velvety and the wine ends with tart but succulent tannins. It will drink beautifully for five-plus years.",93,40.0,Nebbiolo
98789,US,"This makes you wonder why it took so long for California vintners to understand that Chard doesn't have to be drenched in oak to be succulent. The wine is crisp and dry in pineapple, pink grapefruit, green apple and cinnamon spice flavors. Great with shellfish and grilled chicken.",87,20.0,Chardonnay
61147,US,"Quite a beautiful Cabernet, showing Oakville character of black currants and cedar and profoundly fine tannins, as well as a great depth of flavor and ageworthiness. Made from 100% Cabernet, it's lush and dramatic now, and should easily develop over the next 6–10 years.",94,55.0,Cabernet Sauvignon
88215,Italy,"Here is a plush and elegant Barbera d'Alba with bright fruit tones followed by graphite, a dash of exotic spice and pretty earthy nuances. The wine is bright and fruity in the mouth with cherry and blackberry on the close.",87,20.0,Barbera
49129,US,"Wild Horse captures the essence of Central Coast Pinot. The wine isn't especially complex or ageable, but defines the fruit and acid balance of the region. Cherries, black raspberries, root beer and spiced rum punch are the flavors, and the wine is silky and dry.",87,25.0,Pinot Noir
70653,Italy,"Unique and appealing, with scents of pear drop and roasted walnuts leading into a luxuriously textured palate. Caramel notes from toasty new oak vie with kiwi flavors in the mouth while the finish is long and dry. Drink now or age a few years for even more complexity.",89,22.0,Chardonnay
53491,Italy,"This opens has a bold appearance with dark extraction. The aromas that follow are reminiscent of ripe cherry, cinnamon spice, plum and pulpy black fruit. Round and soft, this closes with firm grittiness.",88,15.0,Nebbiolo
13480,Spain,"Already past its prime, this Garnacha-based rosado has sweet nectarine aromas along with a sugary, creamy palate. If it had more zest upon release, that's mostly gone at this stage. Wait for the 2006.",82,7.0,Garnacha
73910,France,"Very pure—this has a straight line of acidity right to the wine's citrus- and pineapple-flavored heart. It is structured and taut, with its acidity dominant. It is concentrated and ready to age for 2–3 years.",91,25.0,Sauvignon Blanc
30223,Italy,"Aromas suggest apricot, lemon drop, exotic fruit and subtle oak. The forward palate delivers yellow peach, nectarine, green melon and lemon drop alongside a note of vanilla.",89,49.0,Sauvignon
40495,Spain,"This is mucky and sweet. Its best foot is not put forward via the compost-like nose, and from then on there's little more than prune, leather and a sticky mouthfeel.",80,8.0,Garnacha
35054,Italy,"Cherry and vanilla are this ripasso's most prominent aromas but if you dig deep you will uncover Spanish cedar, blueberry tart, maple syrup and Indian spice. The wine has a bright personality and offers loads of ripe fruit in the mouth. Imported by Solstars Inc.",88,20.0,"Corvina, Rondinella, Molinara"
2483,Italy,"Intense aromas recall tropical fruit, crushed tomato vine and Granny Smith apples. The bright, juicy palate offers white peach, apricot, papaya, cantaloupe and almond, along with crisp acidity.",89,25.0,Turbiana
32186,US,"Full-bodied and dry. You can taste the Pinot Noir in the black and red cherry and red currant flavors. A bit rough in texture, but pretty good for the price. Will pair well with roast salmon or even a lamb chop.",87,22.0,Sparkling Blend
8356,France,"The nose is heady and fragrant, edged with dried chamomile and hay flowers and subdued honey. Underneath that is a notion of sweet, luscious apricot compote. With time, there are the most subtle notes of enticing pine resin and fir honey—lit and illuminated all the way by the purest and most concentrated of lemon acidity. A triumph of balance and richness.",95,90.0,Pinot Gris
102252,US,"Decent and crisp, with waterered-down citrus flavors. Finishes a little sweet.",83,14.0,Sauvignon Blanc
18713,France,"The partner to Copains d'Abord, this wine sports a label of women having a good time at a party. The wine suits the image: fresh, fruity and juicy.",85,11.0,Gamay
27047,US,"It's a fine wine, full-bodied and dry, with spicy flavors of currants, teriyaki beef, black pepper and cola, with a bracing minerality that grounds the richness. Could be more concentrated, but it's a great value.",87,12.0,Syrah
8805,France,"Fruity, crisp with red-currant and citrus flavors, this is a bright, vivacious wine. There is a tight mineral edge that contrasts with the fruitiness and turns this into a food friendly wine. Drink now.",88,25.0,Rosé
11834,France,"A smooth wine, the tannins suspended within a velvet texture, resulting in an opulent, rich feel. This is very intense, with medicinal and dark plum skin flavors. Powerful, solid, for aging.",91,18.0,Malbec-Merlot
